1899007::我想有颗星星::[法]克利斯提昂.约里波瓦 文,[法]克利斯提昂.艾利施 图::二十一世纪出版社::6.80元::https://img3.doubanio.com/lpic/s8987645.jpg::绘本|童话|不一样的卡梅拉|法国|儿童文学|图画书|童书|卡梅拉
1203426::人间词话::王国维::上海古籍出版社::9.80元::https://img1.doubanio.com/lpic/s9130587.jpg::王国维|人间词话|诗词|国学|古典|文学|经典|古文诗词
1883245::诗经::孔丘 编订::北京出版社::19.90元::https://img3.doubanio.com/lpic/s1979223.jpg::诗经|古典文学|诗歌|中国文学|古典诗词|古典|中国|古籍
1019568::三国演义（全二册）::[明] 罗贯中::人民文学出版社::39.50元::https://img3.doubanio.com/lpic/s1076932.jpg::三国演义|古典文学|小说|罗贯中|古典名著|中国|名著|历史
1456692::金瓶梅::兰陵笑笑生::齐鲁出版社::268.00元::https://img1.doubanio.com/lpic/s10069398.jpg::金瓶梅|古典文学|兰陵笑笑生|小说|中国古典文学|中国文学|古典|中国
1053088::陶庵梦忆 西湖梦寻::[明] 张岱::上海古籍出版社::25.00元::https://img3.doubanio.com/lpic/s4039793.jpg::张岱|古典文学|明清散文|散文|明清笔记|随笔|古典|明清
1147193::世说新语::<南朝宋>刘义庆 著::山西古籍出版社::9::https://img3.doubanio.com/lpic/s9858594.jpg::古典文学|世说新语|中国文学|经典|国学|古典|历史|中国
1014561::古文观止::吴楚材,吴调侯::中华书局::21.00::https://img3.doubanio.com/lpic/s1325863.jpg::古典文学|古文观止|国学|古文|经典|文学|散文|古籍
1528482::声律启蒙::车万育::岳麓书社::6.20::https://img5.doubanio.com/lpic/s6627716.jpg::国学|韵律|古典文学|蒙学|启蒙|音韵|诗歌|诗词
1007196::闲情偶寄::(清)李渔::上海古籍出版社::29.00元::https://img1.doubanio.com/lpic/s6040237.jpg::李渔|古典文学|随笔|闲情偶寄|散文|古典|生活|中国文学
4903692::东京梦华录::孟元老::中州古籍出版社::20.00元::https://img1.doubanio.com/lpic/s4550508.jpg::历史|东京梦华录|民俗文化|古典文学|宋史|汴京|中国|文化
1070272::子不语::(清)袁枚::陕西人民出版社::10.50::https://img1.doubanio.com/lpic/s1055667.jpg::袁枚|古典文学|子不语|笔记小品|古典|中国|小说|中国文学
1013267::唐诗三百首::蘅塘退士,陈婉俊::中华书局::0.65::https://img1.doubanio.com/lpic/s1008848.jpg::唐诗三百首|诗歌|古典文学|诗词|唐诗|经典|中国|古典
1823533::山海经::佚名::岳麓书社::26.00元::https://img3.doubanio.com/lpic/s1756040.jpg::山海经|神话|古典文学|古籍|神怪|地理|上古|中国
1073708::牡丹亭::汤显祖::人民文学出版社::14.50::https://img3.doubanio.com/lpic/s1075414.jpg::古典文学|牡丹亭|汤显祖|戏剧|昆曲|中国古典文学|戏曲|中国文学
1410360::词学十讲::龙榆生::北京出版社::13.0::https://img3.doubanio.com/lpic/s1469681.jpg::诗词|龙榆生|大家小书|古典文学|词学|文学|诗词入门|文学研究
2149452::唐诗三百首新注::金性尧::上海古籍出版社::1.25::https://img3.doubanio.com/lpic/s6538812.jpg::唐诗三百首|诗词|金性尧|诗歌|中国古典文学|唐诗|古典|文学
1065974::唐宋词格律::龙榆生::上海古籍出版社::12.50元::https://img3.doubanio.com/lpic/s2988732.jpg::诗词格律|龙榆生|诗词|古典文学|诗歌|格律|词学|中国
1014578::我的精神家园::王小波::文化艺术出版社::18.80元::https://img3.doubanio.com/lpic/s1016763.jpg::王小波|杂文|我的精神家园|随笔|思想|中国文学|文学|中国
3344676::常识::梁文道::广西师范大学出版社::38.00::https://img3.doubanio.com/lpic/s3588323.jpg::梁文道|时评|随笔|社会|杂文|文化|香港|常识
1883991::王小波全集::王小波::云南人民出版社::288.00元(全十册)::https://img3.doubanio.com/lpic/s3432962.jpg::王小波|现代文学|中国文学|思维的乐趣|文学|小说|杂文|王二
1003284::退步集::陈丹青::广西师范大学出版社::38.00元::https://img3.doubanio.com/lpic/s1311084.jpg::陈丹青|随笔|退步集|艺术|杂文|文化|人文|中国
1449351::呐喊::鲁迅::人民文学出版社::0.36元::https://img3.doubanio.com/lpic/s4696893.jpg::鲁迅|中国文学|呐喊|小说|经典|杂文|中国|文学
4872671::佛祖在一号线::李海鹏::文化艺术出版社::25.00元::https://img1.doubanio.com/lpic/s4397779.jpg::李海鹏|杂文|随笔|南方周末|专栏|杂文随笔|中国|中国文学
1426971::野火集::龙应台::文汇出版社::25.00元::https://img1.doubanio.com/lpic/s1469589.jpg::龙应台|杂文|台湾|社会|野火集|思想|民主|文化
1418180::思维的乐趣::王小波::中国人民大学出版社::16.80元::https://img1.doubanio.com/lpic/s1430717.jpg::王小波|杂文|思维的乐趣|思想|中国文学|思维|思考|哲学
1015767::门萨的娼妓::[美] 伍迪·艾伦::生活·读书·新知三联书店::25.00元::https://img3.doubanio.com/lpic/s1287181.jpg::伍迪・艾伦|门萨的娼妓|幽默|美国|杂文|随笔|文学|电影
1061242::写在人生边上::钱锺书::辽宁人民出版社/辽海出版社::6.90元::https://img3.doubanio.com/lpic/s1095105.jpg::钱钟书|散文|随笔|写在人生边上|中国文学|杂文|钱锺书|文学
3642673::我执::梁文道::广西师范大学出版社::35.00元::https://img1.doubanio.com/lpic/s3705488.jpg::梁文道|随笔|香港|散文|我执|杂文|文化|随笔散文
